targa,tratta,volte
1092880,24-23-,1
11756155,9-10-18-23-5-14-,1
5060319,22-1-12-25-20-2-16-4-,1
11776399,20-23-,1
11783436,19-2-,1
1269476,6-,1
11750863,9-,1
3795017,4-,1
11778514,5-,1
11756778,22-1-12-14-19-8-3-13-,1
3288869,22-1-12-25-20-2-16-4-,1
8546084,10-16-,1
8440758,14-,1
78230,22-1-3-13-,1
3534856,24-6-,1
821689,2-,1
667328,1-12-14-8-3-,1
903220,9-,1
612925,6-,1
6555279,9-10-18-23-5-14-,1
11767116,9-10-,1
556764,11-4-,1
3748079,9-10-18-8-3-13-,1
910373,22-1-12-25-20-2-16-4-,1
5563086,5-8-12-,1
11062422,14-,1
6283762,7-,1
1254296,9-,1
11774458,25-,1
149451,9-,1
10786709,9-10-18-23-5-8-3-13-,1
3334552,12-25-20-2-16-4-,1
249806,12-16-4-18-3-,1
11787229,10-18-23-5-14-,1
2700740,9-,1
11765654,3-,1
54011,17-16-4-9-10-18-23-5-,1
11770901,5-14-,1
607292,6-,1
1405348,9-10-18-,1
11749283,9-,1
11787804,10-18-23-5-,1
11751659,11-19-25-20-2-16-,1
11747340,23-,1
1641997,9-,1
5994322,13-,1
11775893,24-,1
924744,12-14-,1
4419259,25-20-2-16-4-,1
60150,25-20-,1
675775,9-10-18-,1
3207630,7-17-,1
11773230,10-18-23-5-14-,1
11759112,11-25-20-2-16-4-,1
11772827,23-,1
1346179,11-19-25-20-2-16-4-,1
11747735,9-18-5-8-,1
2120567,8-3-,1
11766751,2-16-4-,1
1943308,23-2-,1
11747461,16-,1
862625,24-,1
11763550,9-10-4-,1
11785579,9-10-18-,1
1375997,9-23-,1
11752381,12-14-,1
11765133,9-,1
101527,11-,1
822786,6-24-,1
11756880,7-,1
8552250,9-10-18-23-5-14-,1
1959718,22-,1
1214936,14-,1
1992682,1-,1
11747715,14-,1
195359,23-5-,1
8532160,11-25-20-,1
2078981,9-8-,1
491824,12-25-20-2-16-4-,1
11778292,1-,1
939885,22-1-12-25-20-2-16-4-,1
234628,9-10-18-23-5-8-,1
4308793,9-10-18-23-5-14-16-,1
4801082,22-1-12-25-20-2-16-4-,1
3076207,11-8-12-14-,1
7159263,9-,1
1448221,5-,1
2790771,1-12-,1
3398810,11-25-20-2-16-4-,1
603068,6-,1
4893852,9-10-18-23-5-14-,1
4388183,4-10-18-,1
11775919,20-,1
11777227,5-14-,1
1354425,2-16-4-,1
7606471,2-6-,1
604886,22-1-12-25-20-2-16-4-,1
324650,22-1-12-8-3-13-,1
8567032,11-25-,1
4079906,8-,1
1721102,9-10-18-23-5-,1
1190723,2-,1
11756209,5-14-,1
3533517,12-25-20-2-16-4-,1
11782185,14-,1
504284,8-3-13-22-1-12-,1
1270973,2-,1
389241,10-18-23-5-14-,1
499283,5-8-3-13-,1
150786,23-,1
507444,25-20-,1
11750816,19-,1
1074392,8-3-13-1-12-,1
2012050,4-,1
10547103,22-1-12-25-20-2-16-4-,1
11779884,5-,1
2117285,11-19-25-20-2-16-4-,1
11772378,16-23-,1
8577575,20-,1
1343719,9-,1
2206547,16-4-,1
1073401,1-12-25-20-2-16-4-,1
94434,13-,1
11780501,5-,1
9914073,12-25-20-2-16-4-9-10-18-23-5-8-,1
3663449,9-10-18-23-,1
444475,22-,1
11770537,9-,1
28444,22-,1
8549119,10-18-23-5-3-,1
7756417,9-10-,1
9971521,9-10-18-23-5-8-3-13-,1
11764350,2-,1
11749820,9-,1
512129,14-,1
4472421,25-2-16-4-,1
11586627,6-,1
11762656,1-12-25-20-2-16-4-,1
961668,2-,1
1009738,9-,1
8667236,11-,1
11755215,5-,1
6088992,22-1-12-25-20-2-16-4-,1
1894191,4-,1
11748375,16-,1
2297332,9-10-18-23-5-14-,1
11758812,12-,1
8664474,11-19-25-20-2-,1
4590821,25-20-2-16-4-,1
8416282,11-19-25-20-,1
837874,8-,1
7360260,22-1-12-25-20-2-16-4-,1
8548731,9-10-18-23-5-8-3-13-,1
664451,22-1-12-8-3-,1
8018769,11-25-20-5-14-,1
7359970,11-,1
11771833,1-,1
673072,1-3-,1
4337872,22-,1
11770704,12-14-,1
6164508,24-,1
204790,19-25-20-2-6-,1
6953345,9-10-,1
193584,6-,1
3454630,9-10-18-23-,1
11788337,9-10-18-23-14-,1
11780183,4-10-18-23-5-14-,1
2530350,17-16-4-,1
1069150,9-10-18-23-5-8-3-13-,1
7323501,11-8-3-13-,1
11751155,10-,1
11588585,22-1-12-25-20-2-16-4-,1
4533713,17-,1
11756572,12-,1
1013858,8-,1
26333,9-10-18-23-5-14-25-20-2-16-4-,1
756549,9-10-18-23-5-8-3-13-,1
11762762,22-1-12-25-20-2-16-,1
7669436,2-16-4-,1
6261813,22-1-12-25-20-2-16-4-,1
1408451,4-,1
11776765,5-14-,1
8699591,9-10-18-,1
11597528,2-16-4-,1
11751981,9-10-18-23-5-14-,1
5292859,25-2-16-4-,1
6642819,9-10-18-23-,1
11786306,9-,1
2143045,11-19-20-,1
11779776,10-,1
315382,9-10-18-23-5-8-3-13-,1
10366044,9-10-18-14-,1
1067856,1-12-25-20-2-16-4-,1
8283724,2-,1
11762039,5-,1
539093,6-24-,1
7048333,1-12-14-19-8-3-,1
6257903,9-,1
11761570,23-5-8-3-13-,1
8283017,6-,1
6645786,20-,1
1068963,5-14-,1
1664339,18-23-5-14-,1
1070425,24-6-,1
8405446,11-25-20-,1
1151622,2-16-,1
8453228,22-1-12-25-20-2-16-4-,1
11770584,18-,1
2899702,12-,1
11779705,9-10-8-,1
11773930,16-,1
11760415,6-,1
11789382,12-25-20-2-16-4-,1
1068873,5-14-,1
352065,9-10-18-23-5-8-3-13-,1
446826,9-10-18-23-,1
378718,9-10-10-18-18-23-5-14-,1
11776848,2-,1
11765429,9-,1
11606203,12-14-11-,1
11752974,19-,1
11766322,2-6-,1
11768496,9-,1
9303798,11-19-25-20-,1
1927786,22-14-,1
11780330,12-,1
11766041,2-16-4-,1
11766685,2-16-4-,1
11786706,18-23-,1
11752065,22-,1
3805995,9-10-18-23-5-8-,1
1345421,9-10-,1
7560458,11-19-25-20-2-,1
1027480,12-25-20-2-16-4-10-18-23-5-8-,1
600106,1-12-25-20-2-6-,1
11764308,18-,1
11763623,16-4-,1
11767101,9-10-18-23-5-14-,1
11776257,22-1-12-25-20-2-16-4-9-10-18-23-5-8-,1
507073,25-20-2-16-,1
11775514,23-,1
11749114,9-,1
2166379,8-3-13-,1
11786492,2-16-4-9-10-18-23-,1
11764670,4-,1
7485172,22-1-12-25-20-2-16-4-,1
921808,22-1-12-14-11-19-8-3-,1
3667359,7-,1
6285318,10-18-23-5-14-19-25-20-2-16-4-,1
3311996,9-16-4-,1
1062981,22-1-12-25-5-8-3-13-,1
11782785,23-,1
4039939,6-,1
11759200,16-,1
4095715,23-2-,1
8443427,12-25-20-2-16-,1
3089498,22-23-,1
1007469,9-10-18-23-5-,1
3231041,7-,1
1420444,25-20-2-16-4-9-10-18-23-5-,1
8432811,9-10-18-23-5-8-3-13-,1
11777264,9-10-18-23-5-14-,1
1413035,8-3-13-1-12-,1
11762121,9-,1
2121292,18-23-,1
11785705,5-3-,1
11782358,16-,1
6434942,24-6-,1
11764858,23-,1
8571881,11-19-25-20-,1
2211598,10-4-,1
11780933,11-20-,1
194703,25-5-,1
11777395,25-,1
11785741,23-,1
658865,9-10-18-,1
11789775,14-,1
4598016,9-10-18-23-,1
6463426,5-,1
11783735,18-,1
79244,13-22-,1
1551492,17-,1
426977,10-18-,1
3828799,10-,1
1637882,22-1-12-20-2-16-4-,1
11786310,19-25-,1
11753258,25-,1
11751965,14-,1
11785973,9-,1
4434930,22-1-12-25-20-2-16-4-,1
11781286,8-,1
11766416,8-3-13-22-1-12-,1
10137817,6-,1
527743,24-,1
1193661,22-1-12-25-20-2-16-4-,1
3940714,9-10-18-23-,1
9262622,10-18-23-5-8-3-13-,1
1011929,6-24-,1
1085367,9-,1
252485,22-4-,1
4841772,5-14-,1
592158,9-10-,1
502187,17-,1
445256,12-,1
11788059,9-10-23-,1
1327180,9-,1
2117601,22-1-12-14-,1
126159,22-1-12-25-2-16-,1
11750190,5-,1
1101152,5-,1
5861761,17-,1
8544980,22-1-12-25-20-2-16-4-,1
1357675,12-,1
15868,10-,1
4336588,12-25-20-2-16-4-9-18-5-8-,1
11783181,9-10-18-23-5-14-,1
143636,9-10-18-23-5-8-,1
2241991,9-10-,1
351922,19-8-3-13-,1
11758456,16-4-,1
10490076,5-,1
11787289,10-,1
11759477,9-10-18-23-5-8-3-13-,1
113794,22-1-12-,1
11748646,10-,1
11751770,3-,1
920575,25-20-2-16-4-,1
10994540,5-14-,1
11746570,5-,1
823722,17-23-5-8-3-13-22-1-12-25-20-2-,1
2126351,4-9-,1
2564238,9-10-18-23-5-8-3-1-12-25-20-2-16-4-,1
198248,8-3-13-,1
11782323,11-,1
876915,9-,1
5114236,8-3-,1
2484815,22-1-12-25-20-5-8-3-13-,1
1627809,11-19-25-20-2-16-4-,1
4722704,23-5-8-3-13-,1
4939078,22-12-14-,1
3988885,20-2-16-4-,1
5481299,23-,1
2223541,16-,1
7334675,22-1-12-25-20-2-16-4-,1
10750764,12-,1
504255,17-16-4-9-10-18-,1
4035819,11-2-16-4-,1
11772296,1-12-14-,1
1509553,13-22-,1
199107,14-19-,1
219037,23-2-,1
1080550,19-8-12-14-,1
11774556,5-,1
6435126,6-24-,1
63771,9-10-18-,1
11789588,23-14-,1
8467688,5-8-3-13-22-12-25-20-,1
832350,12-25-20-2-16-4-,1
8848281,9-10-18-23-5-8-3-13-,1
11757261,5-,1
11772978,18-23-5-14-,1
96583,24-6-,1
11767997,5-8-3-13-1-12-25-20-,1
1071983,24-6-,1
8428258,9-10-,1
11782764,9-10-18-23-5-14-,1
6626767,4-,1
1090605,9-,1
101073,18-23-14-,1
11770661,10-,1
11776600,25-2-,1
11761947,9-10-18-23-5-8-,1
11748180,8-,1
11749828,9-,1
5985833,12-25-20-2-16-4-9-10-18-23-5-14-,1
11780902,3-13-,1
8100546,16-4-,1
8459738,11-25-2-,1
104582,5-,1
11763197,9-,1
11775892,24-,1
123147,12-25-20-2-6-,1
4168764,17-,1
3208203,9-10-18-23-5-8-12-25-20-2-16-4-,1
11772556,9-10-18-23-5-8-3-13-,1
6808263,17-,1
2477703,22-1-12-25-20-2-16-4-,1
1145588,12-25-20-2-16-4-,1
71029,9-10-18-,1
1357002,19-,1
1070953,22-1-12-25-20-2-16-4-9-10-18-23-5-8-3-13-,1
11772764,9-,1
11751518,10-,1
11755316,14-,1
8545185,11-2-16-4-,1
11082422,11-,1
11773576,12-,1
11779720,16-,1
8458795,25-2-16-4-,1
914145,6-24-,1
11783830,22-,1
11767202,18-,1
433605,6-24-,1
11781233,8-,1
11775963,10-18-23-5-5-14-,1
1492153,5-14-11-19-25-20-,1
506177,11-19-25-20-2-16-4-9-10-18-23-5-14-,1
11587360,1-12-25-20-2-16-4-,1
11763843,8-3-13-22-1-12-14-,1
71141,5-14-,1
11783619,11-20-,1
3323186,23-,1
2116203,9-10-18-23-5-14-,1
511184,19-25-,1
1087412,24-23-5-14-11-19-25-20-2-6-,1
9451344,2-16-4-,1
11768708,5-14-,1
5476552,22-1-12-25-20-2-16-4-,1
1258449,8-3-13-22-1-12-,1
1258213,1-12-25-20-2-16-4-,1
11773272,12-25-20-,1
2395237,10-18-23-5-14-,1
11771729,23-,1
11748825,8-,1
11750437,19-,1
11775521,9-10-18-14-,1
1269493,22-1-12-14-,1
195133,9-10-18-23-5-8-,1
11599474,10-18-23-5-14-,1
11785757,14-,1
11757662,9-10-18-23-5-8-3-13-,1
11757331,10-,1
11749517,19-,1
3333262,24-6-,1
507235,23-,1
9849873,22-,1
1347278,7-,1
11772161,13-,1
3954915,16-4-,1
1273877,2-16-4-,1
11757498,9-,1
11772184,4-,1
525953,7-,1
8427195,24-23-,1
629353,9-23-5-8-3-13-,1
11774059,6-,1
91642,14-11-19-,1
11764696,1-12-25-20-2-16-4-,1
2017770,12-25-20-,1
8552917,9-10-18-23-,1
245200,12-25-20-2-16-4-,1
11752790,6-,1
1078372,9-10-18-23-5-8-,1
11767545,10-18-23-5-25-20-2-16-4-,1
3684368,2-6-,1
11779256,9-5-14-,1
1255612,12-25-20-5-8-,1
11785803,23-5-14-,1
11758844,9-10-18-23-5-14-,1
11788458,19-25-,1
8572755,11-25-,1
462198,22-,1
1630554,12-25-20-2-16-4-,1
11789040,19-,1
3261687,8-,1
5940563,9-,1
6867649,11-19-8-,1
3784290,6-,1
1025394,22-1-12-25-20-2-16-4-,1
11748881,25-,1
11776413,9-10-18-23-5-8-3-13-,1
4449096,12-14-19-25-20-2-16-4-,1
11751619,11-,1
76530,1-12-25-20-2-7-,1
11763826,16-4-,1
8255734,22-1-20-2-16-4-,1
11748040,1-12-25-2-16-4-,1
11777718,9-,1
132402,12-25-20-2-16-,1
3310275,9-,1
460947,19-25-20-2-16-4-,1
344080,11-19-8-14-,1
11781348,5-14-,1
11562846,1-14-,1
11776738,14-,1
217544,10-18-23-5-8-3-13-,1
4014449,2-6-,1
1594837,22-13-,1
1184532,9-10-18-23-5-25-20-2-16-4-,1
11768866,16-,1
3088813,11-19-25-20-2-16-4-,1
5559447,2-16-4-,1
11756303,11-19-2-16-4-,1
11755567,10-18-23-5-14-,1
531548,2-16-4-,1
11761184,18-6-,1
375642,10-18-23-5-8-,1
2605723,24-,1
11787758,18-23-,1
11780934,18-,1
926148,9-,1
4191771,9-10-18-23-5-8-,1
11751844,23-,1
64831,17-,1
603848,8-12-,1
45516,24-,1
189957,25-20-,1
1401119,5-,1
2559704,22-1-12-14-,1
11746901,9-,1
749375,10-18-23-5-25-20-2-16-4-,1
11769559,9-,1
7483521,8-3-13-1-12-14-,1
608701,2-16-,1
5828044,22-1-12-,1
1881241,4-,1
1774018,9-10-18-23-,1
1884210,6-24-,1
8667243,11-20-,1
11589172,4-,1
2384718,2-16-4-,1
11748174,9-18-,1
1084089,5-8-3-,1
1894355,22-1-12-14-8-3-13-,1
2061562,1-12-25-20-2-16-4-,1
592188,8-3-13-,1
11784576,11-25-20-2-16-4-,1
11782791,23-14-,1
11786893,23-,1
11789777,11-2-,1
5945409,22-1-12-25-20-2-16-4-,1
1729792,25-20-2-16-4-,1
11778075,19-,1
1095625,16-4-,1
6620075,1-12-25-20-2-16-4-,1
8026882,14-,1
1491230,17-7-,1
11770669,23-14-,1
329579,19-8-3-13-22-1-12-14-,1
11763247,24-,1
11747134,2-,1
11782485,5-14-,1
337712,11-25-20-2-16-4-,1
3013582,10-,1
356078,1-12-14-,1
1897272,9-,1
11752734,23-,1
11785249,19-,1
11787513,10-,1
1950855,1-12-25-20-2-16-4-,1
11788223,14-,1
11782599,12-,1
3451833,4-,1
936124,9-10-,1
1010296,10-18-23-5-14-,1
11730291,10-,1
69315,9-,1
6926785,11-19-25-20-2-16-4-,1
11774662,8-,1
11763635,10-5-14-,1
2774720,16-4-,1
1180051,6-,1
4563360,10-18-23-5-14-,1
11764744,2-7-6-,1
11760635,25-20-16-,1
4536795,24-,1
293464,18-,1
4725439,25-20-,1
1079464,22-1-12-25-20-2-,1
462470,8-3-13-22-1-12-25-20-2-,1
11752941,20-,1
555411,10-18-5-14-,1
9611038,25-,1
502087,19-8-3-,1
8547539,2-6-,1
186019,16-4-,1
8218804,11-,1
1278431,12-25-20-2-,1
11752283,11-19-,1
11589540,9-8-,1
11759345,22-1-12-25-20-2-16-4-,1
222656,6-24-,1
11764496,2-16-4-,1
11780526,5-,1
4293716,11-19-8-3-13-,1
3467120,22-1-12-14-,1
9228808,12-25-20-2-16-4-,1
6816532,22-25-20-,1
184139,12-,1
1633444,23-5-8-3-13-,1
956764,12-14-19-8-,1
4415536,19-,1
3333862,11-19-8-3-13-1-12-14-,1
3550072,2-6-,1
1999436,8-3-13-1-12-,1
7821164,20-4-,1
11773173,14-,1
1257472,9-,1
1281673,9-10-18-23-5-14-,1
249807,9-10-,1
11755332,16-,1
11762429,12-25-20-2-16-4-,1
524800,22-1-12-25-20-2-16-4-,1
11623124,18-5-,1
1050796,23-,1
752532,22-1-12-25-20-2-16-4-,1
1491882,4-,1
87064,2-16-4-10-18-23-5-,1
1280918,22-1-12-25-20-2-16-4-,1
1882238,4-9-,1
173237,25-20-2-16-4-,1
229357,12-25-20-2-16-4-,1
11773333,9-,1
668326,24-,1
11769729,14-,1
4757878,10-18-23-5-8-3-13-22-1-12-25-20-2-16-4-9-10-18-23-5-8-3-13-,1
501612,12-,1
11757795,6-,1
824262,17-7-,1
8357290,22-1-12-25-20-2-16-4-,1
564432,18-,1
54089,13-,1
4266870,11-19-25-20-,1
535950,7-17-,1
9104430,10-18-23-5-8-3-13-,1
102515,20-7-25-20-4-8-,1
857148,1-12-25-4-,1
1559992,16-,1
9162510,1-,1
7851503,16-4-,1
9188573,20-,1
641958,25-,1
9189991,8-,1
1233416,18-,1
3991823,6-,1
2504616,1-,1
9181383,4-,1
457838,10-,1
9163620,23-,1
355499,2-7-,1
9178260,3-,1
324742,17-,1
9173719,4-,1
8184084,2-16-4-,1
63179,7-6-10-,1
6838971,25-20-16-4-,1
997328,10-18-23-5-25-20-16-4-,1
1643299,19-,1
9174839,3-,1
8092529,11-25-20-,1
3786180,17-7-,1
253638,25-20-16-4-,1
9173580,25-,1
303224,22-1-12-25-20-16-4-,1
9181426,10-,1
579249,22-1-12-25-20-2-4-,1
2954727,5-25-20-5-25-20-,1
374311,1-,1
9182525,23-,1
1035503,12-25-20-16-4-,1
332310,10-18-23-5-8-3-13-,1
4625011,8-3-,1
1015662,10-18-,1
59343,6-,1
5623129,16-,1
55515,6-,1
1555057,4-,1
9187418,14-,1
4242301,10-18-23-5-8-3-13-,1
212459,17-23-5-8-3-13-22-1-12-25-20-2-7-,1
130777,10-18-23-5-8-,1
8056567,6-24-17-,1
92869,3-1-,1
9172586,3-,1
9166984,8-,1
40447,17-,1
3754153,10-18-23-5-8-3-13-,1
6128469,6-,1
121962,18-,1
5079079,10-18-23-5-8-3-13-,1
57791,2-7-17-23-,1
9173916,22-1-12-,1
9175449,18-,1
2299746,10-18-23-5-25-20-16-4-,1
206312,25-20-2-23-5-14-25-20-2-16-4-,1
9162182,22-,1
88519,11-8-3-13-22-1-12-14-19-25-20-16-4-,1
4261633,7-,1
4704669,10-,1
2881547,6-,1
301265,10-18-23-16-4-,1
23003,7-17-,1
9170959,18-,1
4915094,10-18-23-5-8-3-13-,1
7857125,22-1-12-25-20-2-16-4-,1
9187266,10-,1
9162241,23-,1
8888465,10-18-7-,1
66949,7-17-,1
612216,18-7-,1
7674124,12-,1
2390997,5-8-3-1-12-25-,1
730637,10-3-,1
332386,25-20-2-16-4-10-18-23-5-14-,1
9187532,25-20-4-,1
4281979,10-23-5-13-,1
8896019,10-18-23-5-8-3-13-,1
9094317,14-,1
9174150,20-,1
8381787,25-20-5-,1
6580113,22-1-12-2-16-4-,1
8955069,10-18-,1
9201378,14-,1
9199583,23-,1
2472992,7-17-,1
7762828,11-,1
9163178,23-,1
5332018,10-18-23-5-14-,1
272742,17-16-7-,1
38328,17-7-16-4-10-18-7-17-4-,1
435633,7-17-16-4-,1
485930,10-18-23-5-8-3-13-,1
9177985,8-,1
9197983,25-,1
8907567,1-12-25-20-2-16-4-,1
9193643,8-3-13-,1
1028361,6-,1
9169323,25-,1
1670490,6-,1
967773,11-25-20-16-,1
971859,8-,1
236658,4-,1
9194404,23-,1
4922651,22-1-12-25-20-16-4-,1
1662416,1-4-,1
48058,6-24-,1
7923512,14-,1
1873493,8-3-13-,1
9166006,23-,1
9168935,25-,1
8967526,11-,1
9200429,14-,1
100131,10-5-,1
7915620,3-13-,1
345158,16-4-17-,1
8792026,7-,1
71420,11-11-,1
9171559,4-,1
322464,22-1-12-14-11-19-8-3-13-,2
953486,13-,1
261932,12-20-,1
4174167,24-17-23-5-8-3-13-,1
2989444,18-,1
1405911,8-3-13-22-1-12-,1
3635009,22-25-20-2-16-4-,1
4895514,5-14-,1
2314802,10-18-5-3-13-,1
3272927,10-18-5-8-,1
67336,24-17-23-5-14-,1
39626,13-22-,1
21454,6-,1
1781614,4-,1
73775,8-3-13-22-1-12-,1
233890,1-12-20-4-,1
1392767,24-,1
9193942,10-,1
2609987,6-24-,1
331425,17-17-16-4-,1
3874240,10-18-23-5-8-3-13-,1
2989404,17-7-,1
3041917,14-11-,1
1162769,8-,1
9188828,7-,1
9190327,5-,1
1072940,5-,1
7855874,7-6-,1
9196009,10-23-5-8-3-,1
33732,22-1-12-14-,1
2174960,5-,1
9176523,18-,1
440063,17-7-,1
9191044,16-,1
9202914,24-,1
9202875,4-,1
9183081,23-,1
9183578,10-18-23-5-8-3-13-,1
9200651,10-,1
4250021,12-25-20-2-16-4-,1
489267,6-,1
92317,7-17-,1
4098172,6-,1
936084,5-8-3-13-22-1-12-25-,1
340483,17-,1
6492076,10-,1
759244,10-23-5-19-25-16-4-,1
9189249,13-,1
9181996,25-,1
2459424,17-16-4-,1
9201734,20-,1
586799,7-17-,1
9171263,24-,1
9167919,12-,1
46209,3-1-,1
604907,3-1-,1
934683,7-,1
716356,16-,1
307104,22-1-12-14-8-3-13-,1
9187039,18-,1
2725563,24-6-,1
445897,2-16-4-10-18-23-,1
7670414,5-,1
2695988,10-7-,1
9087141,5-14-,1
448465,17-23-5-14-,1
7744871,10-18-23-5-8-,1
184541,17-23-5-,1
448094,17-16-4-10-18-7-,1
8115397,10-23-5-,1
96617,17-7-,1
255237,12-20-4-,1
9164680,10-,1
113818,10-18-23-5-8-3-13-,1
8696681,22-1-12-25-20-2-16-4-,1
1212903,14-,1
2813117,25-,1
2602124,11-19-14-,1
4889654,24-6-,1
4894041,24-,1
1165343,6-24-,1
96158,18-,1
9195948,12-,1
2186990,20-,1
87801,22-1-12-14-8-3-13-,1
83323,24-,1
9195731,8-,1
3613652,25-,1
1778335,24-25-20-2-7-6-,1
5062428,10-18-23-5-14-,1
91817,22-1-12-14-3-13-,1
9175051,16-,1
1632498,7-17-,1
1738605,10-,1
1930346,12-14-,1
2142798,22-,1
87254,14-,1
1310665,16-,1
9167374,16-,1
81214,20-16-4-24-,1
1667342,8-3-,1
9171013,3-13-,1
79864,11-8-,1
9179872,6-24-,1
2307079,1-,1
4178149,10-18-23-5-8-3-13-,1
595735,14-,1
9196227,8-,1
173844,22-1-13-,1
9192121,10-,1
2607055,6-24-,1
9173939,19-,1
8942377,1-12-25-20-2-16-4-,1
9171736,14-,1
9199528,22-1-12-25-20-2-16-4-,1
9163476,10-,1
9164483,19-,1
2729048,18-23-5-14-25-20-2-16-,1
462905,3-13-,1
2383509,14-,1
393000,5-,1
3913509,5-14-,1
935337,10-18-23-5-8-3-1-12-25-20-2-16-4-,1
9177480,25-,1
8031166,13-,1
20827,3-1-,1
217152,13-22-1-,1
3183130,19-,1
8064472,11-19-25-20-16-4-,1
9180571,23-,1
9182252,19-,1
9185167,10-18-23-5-8-3-13-1-12-25-20-2-16-4-,1
339493,6-7-,1
3737844,25-,1
181005,20-10-23-,1
1877133,16-4-,1
7771046,14-,1
8893523,10-18-23-5-8-3-13-22-1-12-,1
8747286,11-,1
2480588,6-24-,1
2697887,4-,1
8311086,5-14-,1
35436,5-,1
587070,17-23-5-20-,1
9173407,18-23-13-,1
219426,1-12-25-20-7-6-,1
590208,12-25-,1
232197,12-25-5-,1
3113159,10-4-,1
275185,4-,1
3439238,4-,1
4317316,22-1-12-25-20-16-4-,1
1997826,25-,1
7887796,10-18-23-5-8-3-13-,1
70502,7-17-,1
9169668,14-,1
318045,7-6-,1
4730599,10-18-23-5-8-3-13-,1
846920,14-,1
614459,10-,1
9180493,23-,1
5957867,23-14-,1
439833,10-5-,1
6018506,20-,1
5276998,5-13-,1
751992,10-18-23-20-16-4-,1
1782226,4-,1
9179689,5-,1
8349938,22-1-12-25-20-2-4-,1
156363,11-,1
3865382,11-19-25-20-5-14-,1
682213,7-,1
228454,16-10-18-23-,1
384101,12-,1
8811696,20-16-4-,1
8202700,2-,1
9176811,12-,1
7956374,10-18-23-5-,1
2490067,10-18-23-5-8-3-13-,1
7983280,19-,1
9165507,10-,1
3090021,25-20-10-,1
3870937,17-16-4-,1
9187462,16-,1
3735829,11-25-5-14-,1
352805,17-25-2-16-4-,1
2288031,5-8-12-25-20-,1
70595,8-3-13-22-1-12-14-,1
85660,10-18-23-5-14-11-19-25-20-16-4-,1
2173689,16-4-,1
9172222,8-3-13-,1
9165197,10-8-,1
9169342,10-18-23-,1
2320055,12-,1
7743604,10-18-23-5-8-3-13-,1
94024,22-1-12-14-11-8-3-13-,1
9172513,20-,1
491435,10-18-23-5-8-3-13-,1
9166348,20-,1
9180111,19-,1
9164624,18-,1
9165247,20-,1
7517146,10-18-23-5-14-19-25-20-16-4-,1
1240786,12-,1
9167010,3-,1
9188423,5-,1
206835,19-25-20-2-,1
9115452,14-,1
9181798,25-20-2-16-4-,1
423391,1-12-25-20-16-4-,1
8197057,25-20-,1
9174785,1-,1
7881747,10-,1
601336,14-,1
167126,10-4-,1
4594113,19-,1
25208,6-,1
471315,18-5-14-,1
340814,24-6-,1
7991364,11-25-20-2-16-4-,1
5797059,5-,1
9170224,6-,1
1209841,13-,1
9202710,1-,1
9198873,11-,1
735641,6-10-18-23-20-2-7-,1
3811043,10-23-5-,1
3885736,10-18-23-5-8-12-25-2-16-4-,1
9202895,25-,1
9202678,20-,1
595457,10-18-7-,1
47198,25-20-2-7-,1
756022,10-18-23-5-14-,1
11974,1-8-23-,1
1554062,5-14-,1
9191030,7-,1
1260838,11-19-,1
9184662,10-18-23-5-8-3-13-1-12-25-20-16-4-,1
44869,5-14-19-25-,1
5705258,10-18-23-,1
1928206,8-,1
9196282,2-,1
256248,10-18-5-8-,1
3948616,25-20-5-,1
9188337,20-,1
9167313,20-,1
1602268,19-25-20-2-16-4-,1
9164347,25-,1
4983859,4-,1
1002236,1-12-25-20-16-4-,1
174382,17-,1
3937903,17-16-4-,1
3953242,10-,1
2181474,13-,1
1408584,5-8-3-13-22-1-12-25-20-,1
211631,16-4-10-18-,1
9198537,5-,1
3090105,12-,1
8638652,10-23-5-,1
129018,4-,1
90793,6-,1
6257792,10-18-23-5-8-3-13-22-1-,1
51798,5-14-19-25-,1
9180189,11-,1
306993,5-8-3-13-,1
683231,17-,1
92330,10-23-,1
7797175,25-,1
299609,20-4-,1
8885763,25-20-4-,1
2520759,7-6-24-17-,1
9189465,14-,1
1039521,22-20-,1
66327,4-,1
9171395,19-,1
530575,5-14-25-20-5-14-,1
40357,17-,1
640018,7-17-,1
441928,25-20-16-4-10-18-23-5-8-13-,1
3884309,22-1-12-,1
5137606,10-18-,1
86866,6-24-6-,1
602751,24-,1
9185687,19-,1
662169,10-18-23-13-22-12-,1
515293,17-16-4-,1
9198523,25-,1
9196413,13-,1
9179178,23-,1
8908334,11-19-25-20-7-,1
9165181,22-12-,1
8891104,10-18-23-5-,1
4198295,24-,1
435461,24-17-6-,1
4409346,10-18-,1
919537,6-24-,1
8881211,5-,1
318695,17-16-4-,1
5972296,3-,1
8277125,22-1-12-25-20-2-16-4-,1
186463,10-18-23-5-8-3-1-,1
340738,22-1-12-14-,1
4397075,10-,1
9180573,8-,1
1018407,22-1-12-14-11-19-8-3-13-,1
26827,6-,1
4396075,10-18-23-5-8-3-13-,1
3764815,10-8-3-,1
9175947,22-,1
9190372,16-,1
155435,14-,1
9183504,19-,1
70386,22-1-3-13-,1
9191165,5-,1
9183485,22-1-12-25-20-2-16-4-,1
2192152,3-,1
9169722,11-,1
1862019,25-20-,1
4200713,11-25-20-2-4-,1
7408225,14-,1
32192,22-1-12-14-,1
7759296,10-18-23-5-8-,1
9201135,23-,1
3779581,10-18-23-,1
